"","Rank","Title","Type","SJR","SJR.Best.Quartile","H.index","Total.Docs...2016.","Total.Docs...3years.","Total.Refs.","Total.Cites..3years.","Citable.Docs...3years.","Cites...Doc...2years.","Ref....Doc.","Country","Categories","ISSN","ISSN.1","ISSN.2"
"131",339,"Pharmacology and Therapeutics","journal",4.266,"Q1",169,137,345,25165,3755,334,10.7,183.69,"United Kingdom","Pharmacology (Q1); Pharmacology (medical) (Q1)","01637258","01637258",""
"132",345,"Critical Care Medicine","journal",4.227,"Q1",237,685,2162,17707,7940,953,7.13,25.85,"United States","Critical Care and Intensive Care Medicine (Q1)","00903493; 15300293","00903493","15300293"
"133",349,"Cell Death and Differentiation","journal",4.214,"Q1",183,201,627,10471,4151,520,8.07,52.09,"United Kingdom","Cell Biology (Q1); Molecular Biology (Q1)","13509047","13509047",""
"134",359,"Current Opinion in Microbiology","journal",4.161,"Q1",148,137,357,7432,2234,320,6.75,54.25,"Netherlands","Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1)","13695274","13695274",""
"135",361,"Arthritis and Rheumatology","journal",4.154,"Q1",271,424,1372,12609,7731,1063,6.57,29.74,"United Kingdom","Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)","23265205; 23265191","23265205","23265191"
"136",362,"Advanced Drug Delivery Reviews","journal",4.151,"Q1",249,241,494,29976,6718,430,11.79,124.38,"Netherlands","Pharmaceutical Science (Q1)","0169409X","0169409X",""
"137",364,"Current Biology","journal",4.143,"Q1",273,815,2452,25018,12097,2170,5.27,30.7,"United States","Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)","09609822","09609822",""
"138",371,"Obesity Reviews","journal",4.069,"Q1",122,113,341,8569,2717,318,7.92,75.83,"United Kingdom","Endocrinology, Diabetes and Metabolism (Q1); Public Health, Environmental and Occupational Health (Q1)","14677881","14677881",""
"139",381,"European Journal of Epidemiology","journal",4.008,"Q1",87,126,322,5231,1703,254,6.6,41.52,"Netherlands","Epidemiology (Q1)","15737284; 03932990","15737284","03932990"
"140",384,"mBio","journal",3.99,"Q1",62,482,1241,24081,7127,1102,6.48,49.96,"United States","Microbiology (Q1); Virology (Q1)","21507511; 21612129","21507511","21612129"
"141",387,"Nature Reviews Cardiology","journal",3.977,"Q1",89,241,772,7637,2203,270,8.98,31.69,"United Kingdom","Cardiology and Cardiovascular Medicine (Q1)","17595002; 17595010","17595002","17595010"
"142",388,"JAMA Pediatrics","journal",3.973,"Q1",149,340,943,6516,3903,501,7.82,19.16,"United States","Pediatrics, Perinatology and Child Health (Q1)","21686211; 21686203","21686211","21686203"
"143",389,"Schizophrenia Bulletin","journal",3.973,"Q1",155,171,565,8891,3677,519,6.99,51.99,"United Kingdom","Psychiatry and Mental Health (Q1)","05867614","05867614",""
"144",391,"American Journal of Gastroenterology","journal",3.951,"Q1",216,450,1118,7925,5693,646,7.61,17.61,"Germany","Gastroenterology (Q1)","15720241; 00029270","15720241","00029270"
"145",392,"Molecular Metabolism","journal",3.938,"Q1",28,119,260,6437,1496,211,7.14,54.09,"Germany","Cell Biology (Q1); Molecular Biology (Q1)","22128778","22128778",""
"146",394,"Nature Reviews Gastroenterology and Hepatology","journal",3.903,"Q1",88,193,868,7236,3300,362,6.97,37.49,"United Kingdom","Gastroenterology (Q1); Hepatology (Q1)","17595053; 17595045","17595053","17595045"
"147",395,"EMBO Reports","journal",3.898,"Q1",149,200,642,7650,2700,521,5.43,38.25,"United States","Biochemistry (Q1); Genetics (Q1); Molecular Biology (Q1)","1469221X; 14693178","1469221X","14693178"
"148",401,"Journal of Infectious Diseases","journal",3.85,"Q1",220,694,1880,20799,9087,1529,6.02,29.97,"United States","Immunology and Allergy (Q1); Infectious Diseases (Q1)","15376613; 00221899","15376613","00221899"
"149",402,"Structure","journal",3.845,"Q1",160,246,709,10428,2929,695,4.12,42.39,"United States","Molecular Biology (Q1); Structural Biology (Q1)","09692126","09692126",""
"150",403,"Frontiers in Neuroendocrinology","journal",3.839,"Q1",111,29,108,6155,865,98,9.45,212.24,"United States","Endocrine and Autonomic Systems (Q1)","00913022; 10956808","00913022","10956808"
"151",404,"Genetics","journal",3.837,"Q1",213,395,988,24531,4634,920,4.43,62.1,"United States","Genetics (Q1)","00166731","00166731",""
"152",405,"Genome Medicine","journal",3.831,"Q1",49,137,367,7414,1974,318,5.84,54.12,"United Kingdom","Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)","1756994X","1756994X",""
"153",406,"NeuroImage","journal",3.823,"Q1",293,988,2775,59353,17274,2683,5.99,60.07,"United States","Cognitive Neuroscience (Q1); Neurology (Q1)","10538119; 10959572","10538119","10959572"
"154",407,"BMC Medicine","journal",3.815,"Q1",87,215,865,10536,5816,712,7.27,49,"United Kingdom","Medicine (miscellaneous) (Q1)","17417015","17417015",""
"155",412,"Aging Cell","journal",3.796,"Q1",107,118,362,5510,2326,337,7.06,46.69,"United Kingdom","Aging (Q1); Cell Biology (Q1)","14749718","14749718",""
"156",414,"Seminars in Cell and Developmental Biology","journal",3.783,"Q1",116,276,504,22079,2632,419,6.65,80,"United States","Cell Biology (Q1); Developmental Biology (Q1)","10849521; 10963634","10849521","10963634"
"157",426,"Drug Resistance Updates","journal",3.703,"Q1",89,32,44,5506,434,42,11.19,172.06,"United States","Cancer Research (Q1); Infectious Diseases (Q1); Oncology (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)","13687646; 15322084","13687646","15322084"
"158",431,"Current Opinion in Chemical Biology","journal",3.684,"Q1",159,116,371,6118,2602,337,7.81,52.74,"Netherlands","Analytical Chemistry (Q1); Biochemistry (Q1)","13675931","13675931",""
"159",434,"American Journal of Clinical Nutrition","journal",3.664,"Q1",283,410,1278,15835,7580,995,7.17,38.62,"United States","Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)","00029165","00029165",""
"160",436,"Clinical Epidemiology","journal",3.655,"Q1",37,108,153,2352,1122,146,7.44,21.78,"New Zealand","Epidemiology (Q1)","11791349","11791349",""
"161",443,"Journal of Pathology","journal",3.623,"Q1",158,173,515,8404,3390,487,6.61,48.58,"United States","Pathology and Forensic Medicine (Q1)","10969896; 00223417","10969896","00223417"
"162",448,"Wiley Interdisciplinary Reviews: Developmental Biology","journal",3.576,"Q1",25,34,121,4911,585,114,4.44,144.44,"United Kingdom","Cell Biology (Q1); Developmental Biology (Q1); Molecular Biology (Q1)","17597692; 17597684","17597692","17597684"
"163",451,"Neuropsychopharmacology","journal",3.566,"Q1",188,329,978,18624,5520,873,5.73,56.61,"United Kingdom","Pharmacology (Q1); Psychiatry and Mental Health (Q1)","0893133X","0893133X",""
"164",460,"Neurology","journal",3.539,"Q1",310,1233,3679,21389,13891,1918,6.86,17.35,"United States","Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1)","00283878","00283878",""
"165",470,"Human Molecular Genetics","journal",3.504,"Q1",242,360,1727,18606,8907,1698,5,51.68,"United Kingdom","Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)","14602083; 09646906","14602083","09646906"
"166",485,"GLIA","journal",3.438,"Q1",142,151,486,11195,2979,464,6.02,74.14,"United States","Cellular and Molecular Neuroscience (Q1); Neurology (Q1)","10981136; 08941491","10981136","08941491"
"167",486,"BMC Biology","journal",3.425,"Q1",79,119,349,6777,1585,282,5.39,56.95,"United Kingdom","Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Cell Biology (Q1); Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Physiology (Q1); Plant Science (Q1); Structural Biology (Q1)","17417007","17417007",""
"168",487,"Arteriosclerosis, Thrombosis, and Vascular Biology","journal",3.419,"Q1",240,363,1118,14601,5817,954,6.23,40.22,"United States","Cardiology and Cardiovascular Medicine (Q1)","15244636; 10795642","15244636","10795642"
"169",489,"European Respiratory Journal","journal",3.413,"Q1",199,580,1561,17467,7735,940,8.73,30.12,"United Kingdom","Medicine (miscellaneous) (Q1); Pulmonary and Respiratory Medicine (Q1)","13993003; 09031936","13993003","09031936"
"170",490,"Stroke","journal",3.407,"Q1",273,628,2448,15196,11705,1868,5.78,24.2,"United States","Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)","15244628; 00392499","15244628","00392499"
"171",491,"Pediatrics","journal",3.393,"Q1",282,860,2543,31295,13025,2184,5.56,36.39,"United States","Arts and Humanities (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1)","00314005","00314005",""
"172",493,"Oncogene","journal",3.383,"Q1",295,719,2096,33955,11911,1729,6.61,47.23,"United Kingdom","Cancer Research (Q1); Genetics (Q1); Molecular Biology (Q1)","09509232","09509232",""
"173",496,"Alimentary Pharmacology and Therapeutics","journal",3.377,"Q1",150,412,1318,12270,4916,676,7.54,29.78,"United Kingdom","Pharmacology (medical) (Q1)","02692813","02692813",""
"174",498,"Journal of Immunology","journal",3.368,"Q1",328,1000,3930,51773,18725,3768,4.75,51.77,"United States","Immunology (Q1)","15506606; 00221767","15506606","00221767"
"175",499,"Molecular and Cellular Biology","journal",3.365,"Q1",298,229,1118,12962,4773,1060,4.33,56.6,"United States","Cell Biology (Q1); Molecular Biology (Q1)","02707306","02707306",""
"176",506,"Current Opinion in Biotechnology","journal",3.331,"Q1",164,160,498,9673,4194,461,9.77,60.46,"Netherlands","Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1)","09581669","09581669",""
"177",511,"Journal of Internal Medicine","journal",3.319,"Q1",135,118,404,6840,2431,316,7.47,57.97,"United Kingdom","Internal Medicine (Q1)","13652796; 09546820","13652796","09546820"
"178",514,"Emerging Infectious Diseases","journal",3.305,"Q1",189,535,1651,8758,8086,1080,8.02,16.37,"United States","Epidemiology (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1)","10806059; 10806040","10806059","10806040"
"179",515,"Cytokine and Growth Factor Reviews","journal",3.3,"Q1",141,71,202,7548,1274,182,6.67,106.31,"United Kingdom","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Endocrinology, Diabetes and Metabolism (Q1); Immunology (Q1); Immunology and Allergy (Q1)","13596101","13596101",""
"180",521,"Journal of Molecular Biology","journal",3.265,"Q1",241,418,1074,27778,4283,958,4.43,66.45,"United States","Molecular Biology (Q1)","00222836","00222836",""
"181",523,"Psychotherapy and Psychosomatics","journal",3.26,"Q1",79,88,196,2689,772,99,7.63,30.56,"Switzerland","Applied Psychology (Q1); Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)","00333190; 14230348","00333190","14230348"
"182",528,"Comprehensive Physiology","journal",3.253,"Q1",41,6,177,1817,1331,176,6.26,302.83,"United States","Physiology (Q1); Physiology (medical) (Q1)","20404603","20404603",""
"183",530,"Thorax","journal",3.222,"Q1",189,299,1032,5478,3764,539,6.82,18.32,"United Kingdom","Pulmonary and Respiratory Medicine (Q1)","14683296; 00406376","14683296","00406376"
"184",533,"Seminars in Immunopathology","journal",3.205,"Q1",77,63,177,7558,1022,159,5.1,119.97,"Germany","Immunology (Q1); Immunology and Allergy (Q1)","18632297; 18632300","18632297","18632300"
"185",536,"Molecular Neurodegeneration","journal",3.199,"Q1",54,76,184,4576,1163,173,6.17,60.21,"United Kingdom","Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1)","17501326","17501326",""
"186",537,"Molecular and Cellular Proteomics","journal",3.198,"Q1",158,269,855,17529,5356,839,6.34,65.16,"United States","Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)","15359484; 15359476","15359484","15359476"
"187",539,"Ageing Research Reviews","journal",3.188,"Q1",88,85,236,11529,1892,229,7.72,135.64,"Netherlands","Aging (Q1); Biochemistry (Q1); Biotechnology (Q1); Molecular Biology (Q1); Neurology (Q1)","15681637","15681637",""
"188",540,"Hypertension","journal",3.186,"Q1",233,418,1434,15411,6606,1015,6.7,36.87,"United States","Internal Medicine (Q1)","0194911X","0194911X",""
"189",547,"Diabetologia","journal",3.158,"Q1",194,339,1061,12571,5400,876,6.02,37.08,"Germany","Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)","0012186X; 14320428","0012186X","14320428"
"190",548,"Cellular and Molecular Life Sciences","journal",3.156,"Q1",179,314,951,37955,5275,917,5.75,120.88,"Switzerland","Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)","1420682X; 14209071","1420682X","14209071"
"191",553,"PLoS Computational Biology","journal",3.144,"Q1",125,582,1812,36031,7955,1738,4.36,61.91,"United States","Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)","1553734X; 15537358","1553734X","15537358"
"192",566,"Diabetes, Obesity and Metabolism","journal",3.101,"Q1",99,190,529,7636,3596,481,7.67,40.19,"United Kingdom","Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)","14628902; 14631326","14628902","14631326"
"193",568,"Journal of Medical Genetics","journal",3.085,"Q1",148,113,381,3904,1885,347,5.2,34.55,"United Kingdom","Genetics (Q1); Genetics (clinical) (Q1)","00222593; 14686244","00222593","14686244"
"194",572,"Environmental Health Perspectives","journal",3.067,"Q1",227,336,986,14128,5517,675,7.93,42.05,"United States","Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)","00916765","00916765",""
"195",577,"Journal of Virology","journal",3.052,"Q1",259,982,3829,52538,16824,3707,4.53,53.5,"United States","Immunology (Q1); Virology (Q1)","0022538X; 10985514","0022538X","10985514"
"196",589,"Autophagy","journal",3.035,"Q1",105,238,769,11006,4350,725,5.76,46.24,"United States","Cell Biology (Q1); Molecular Biology (Q1)","15548627","15548627",""
"197",591,"Human Genetics","journal",3.022,"Q1",120,124,368,6854,1642,339,4.81,55.27,"Germany","Genetics (Q1); Genetics (clinical) (Q1)","14321203; 03406717","14321203","03406717"
"198",593,"European Journal of Cancer","journal",3.011,"Q1",179,386,1162,13161,6934,1052,6.02,34.1,"United Kingdom","Cancer Research (Q1); Oncology (Q1)","09598049","09598049",""
"199",597,"Clinical Gastroenterology and Hepatology","journal",2.996,"Q1",138,437,1332,8466,5287,910,5.57,19.37,"United Kingdom","Gastroenterology (Q1); Hepatology (Q1)","15423565; 15427714","15423565","15427714"
"200",599,"American Journal of Epidemiology","journal",2.985,"Q1",217,276,1112,9707,4262,866,4.42,35.17,"United Kingdom","Epidemiology (Q1)","14766256; 00029262","14766256","00029262"
"201",600,"American Heart Journal","journal",2.984,"Q1",162,279,915,8099,3622,775,4.49,29.03,"United States","Cardiology and Cardiovascular Medicine (Q1)","10976744; 00028703","10976744","00028703"
"202",610,"Frontiers in Immunology","journal",2.963,"Q1",57,674,1786,54009,9527,1588,6.25,80.13,"Switzerland","Immunology (Q1); Immunology and Allergy (Q1)","16643224","16643224",""
"203",618,"British Journal of Cancer","journal",2.924,"Q1",197,427,2042,14334,11662,1815,6.39,33.57,"United Kingdom","Cancer Research (Q1); Oncology (Q1)","00070920; 15321827","00070920","15321827"
"204",640,"Kidney International","journal",2.868,"Q1",237,497,1396,13508,6008,975,6.08,27.18,"United States","Nephrology (Q1)","00852538; 15231755","00852538","15231755"
"205",653,"International Journal of Cancer","journal",2.847,"Q1",199,632,2022,27644,11726,1848,6.77,43.74,"United States","Cancer Research (Q1); Oncology (Q1)","00207136; 10970215","00207136","10970215"
"206",655,"Journal of Molecular Diagnostics","journal",2.844,"Q1",76,97,265,2982,1233,238,4.52,30.74,"United States","Molecular Medicine (Q1); Pathology and Forensic Medicine (Q1)","15251578","15251578",""
"207",658,"Journal of Neurology, Neurosurgery and Psychiatry","journal",2.838,"Q1",175,282,1013,7785,4190,653,6.2,27.61,"United Kingdom","Arts and Humanities (miscellaneous) (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1); Surgery (Q1)","1468330X; 00223050","1468330X","00223050"
"208",659,"Neurobiology of Stress","journal",2.834,"Q1",11,28,36,2225,188,31,6.06,79.46,"Netherlands","Biochemistry (Q1); Cellular and Molecular Neuroscience (Q1); Endocrine and Autonomic Systems (Q1); Endocrinology (Q1); Molecular Biology (Q1); Physiology (Q1)","23522895","23522895",""
"209",663,"Pain","journal",2.824,"Q1",220,345,1200,16717,5387,905,5.14,48.46,"Netherlands","Anesthesiology and Pain Medicine (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1)","03043959","03043959",""
"210",664,"Brain, Behavior, and Immunity","journal",2.822,"Q1",113,262,714,13616,3915,634,5.88,51.97,"United States","Behavioral Neuroscience (Q1); Endocrine and Autonomic Systems (Q1); Immunology (Q1)","08891591; 10902139","08891591","10902139"
"211",665,"AIDS","journal",2.817,"Q1",196,397,1293,12802,4647,995,4.66,32.25,"United States","Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)","02699370","02699370",""
"212",667,"Haematologica","journal",2.811,"Q1",114,301,1114,9736,4551,710,6.38,32.35,"Italy","Hematology (Q1)","03906078; 15928721","03906078","15928721"
"213",671,"Antioxidants and Redox Signaling","journal",2.807,"Q1",143,134,904,11131,5913,888,5.98,83.07,"United States","Biochemistry (Q1); Cell Biology (Q1); Clinical Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1)","15230864","15230864",""
